id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
26743,Okabe Rintarou,okabe.rintarou@gmail.com,2005-09-07,9,32786984,Sapporo
26744,Mikasa Ackerman,mikasa.ackerman@gmail.com,1983-12-17,12,2006005,Tokyo
26745,Hange Zoe,hange.zoe@gmail.com,2000-01-08,1,13049842,Magnolia
26746,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2000-03-08,3,40127665,Beika
26747,Hijiri Kanade,hijiri.kanade@gmail.com,2002-08-02,8,1690699,Osaka
26748,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1988-02-06,2,29605868,Rokkenjima
26749,Tanaka Asuka,tanaka.asuka@gmail.com,1994-04-23,4,27563583,Yokohama
26750,Saito Sumire,saito.sumire@gmail.com,1991-10-16,10,37588423,Yokohama
26751,Suzuki Jun,suzuki.jun@gmail.com,1980-04-16,4,21359,Sendai
26752,Mouri Ran,mouri.ran@gmail.com,1983-03-23,3,17469291,Hakone
26753,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1998-06-14,6,17690840,Kyoto
26754,Kasashima Nozomi,kasashima.nozomi@gmail.com,2009-05-16,5,36281802,Hakone
26755,Farah Nae,farah.nae@gmail.com,1981-06-04,6,6931317,Nagoya
26756,Erza Scarlet,erza.scarlet@gmail.com,1994-12-21,12,9391594,Shibuya
26757,Mirajane Strauss,mirajane.strauss@gmail.com,1982-08-03,8,15154961,Ikebukuro
26758,Oumae Kumiko,oumae.kumiko@gmail.com,1982-02-09,2,31086118,Kobe
26759,Kudo Shinichi,kudo.shinichi@gmail.com,1989-04-24,4,3323710,Yokohama
26760,Hijiri Kanade,hijiri.kanade@gmail.com,2002-01-20,1,49719930,Shinjuku
26761,Makise Kurisu,makise.kurisu@gmail.com,2008-04-05,4,35736339,Uji
26762,Nakano Azusa,nakano.azusa@gmail.com,1999-03-08,3,9944563,Osaka
26763,Tanaka Asuka,tanaka.asuka@gmail.com,1981-01-05,1,45467338,Osaka
26764,Suzuki Sonoko,suzuki.sonoko@gmail.com,1984-02-18,2,945881,Kobe
26765,Armin Arlert,armin.arlert@gmail.com,1984-12-28,12,30265261,Nagoya
26766,Yamamura Misao,yamamura.misao@gmail.com,2003-08-06,8,15394583,Kyoto
26767,Kasashima Nozomi,kasashima.nozomi@gmail.com,1980-05-05,5,41493155,Ikebukuro
26768,Ushiromiya Battler,ushiromiya.battler@gmail.com,2003-04-02,4,5676339,Rokkenjima
26769,Urushibara Ruka,urushibara.ruka@gmail.com,1994-07-20,7,42233804,Kobe
26770,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2007-05-28,5,9267621,Sendai
26771,Sasha Blouse,sasha.blouse@gmail.com,1991-09-07,9,14647453,Beika
26772,Saito Sumire,saito.sumire@gmail.com,1987-02-25,2,13500533,Osaka
26773,Tainaka Ritsu,tainaka.ritsu@gmail.com,1987-08-09,8,30877687,Shinjuku
26774,Takagi Wataru,takagi.wataru@gmail.com,1995-10-02,10,21453444,Kyoto
26775,Levy McGarden,levy.mcgarden@gmail.com,1988-05-09,5,43912234,Fukuoka
26776,Hijiri Kanade,hijiri.kanade@gmail.com,2005-11-18,11,13221099,Shibuya
26777,Suzuki Sonoko,suzuki.sonoko@gmail.com,1990-03-17,3,30872006,Sendai
26778,Farah Nae,farah.nae@gmail.com,1990-02-25,2,15302317,Yokohama
26779,Amuro Tooru,amuro.tooru@gmail.com,2007-08-28,8,9821900,Sendai
26780,Takagi Wataru,takagi.wataru@gmail.com,1989-02-09,2,32490279,Uji
26781,Kudo Shinichi,kudo.shinichi@gmail.com,1990-02-10,2,39304706,Nagoya
26782,Kasashima Nozomi,kasashima.nozomi@gmail.com,1995-02-05,2,22970844,Tokyo
26783,Kasashima Nozomi,kasashima.nozomi@gmail.com,1991-10-13,10,42176599,Kobe
26784,Nakano Azusa,nakano.azusa@gmail.com,1987-05-08,5,32718681,Sendai
26785,Wendy Marvell,wendy.marvell@gmail.com,1988-02-03,2,17387969,Shinjuku
26786,Levy McGarden,levy.mcgarden@gmail.com,2009-09-25,9,20205094,Rokkenjima
26787,Levi Ackerman,levi.ackerman@gmail.com,2005-05-15,5,38096086,Osaka
26788,Elfman Strauss,elfman.strauss@gmail.com,1981-09-01,9,17830186,Uji
26789,Gray Fullbuster,gray.fullbuster@gmail.com,1999-03-01,3,5047940,Hakone
26790,Armin Arlert,armin.arlert@gmail.com,1994-04-16,4,47953240,Shibuya
26791,Ushiromiya Maria,ushiromiya.maria@gmail.com,1988-02-18,2,27275596,Sapporo
26792,Saito Sumire,saito.sumire@gmail.com,1990-03-05,3,4292201,Akihabara
26793,Kousaka Reina,kousaka.reina@gmail.com,1994-01-23,1,8980121,Nagoya
26794,Rogue Oro,rogue.oro@gmail.com,1982-05-10,5,28833197,Akihabara
26795,Kenny Ackerman,kenny.ackerman@gmail.com,2001-08-13,8,36670261,Osaka
26796,Zeref Alvarez,zeref.alvarez@gmail.com,2006-11-05,11,34157841,Fukuoka
26797,Nakano Azusa,nakano.azusa@gmail.com,1993-01-07,1,17150339,Ikebukuro
26798,Ushiromiya Battler,ushiromiya.battler@gmail.com,1992-12-11,12,30363883,Sendai
26799,Kousaka Reina,kousaka.reina@gmail.com,1986-08-14,8,38308483,Hakone
26800,Goto Hazuki,goto.hazuki@gmail.com,1999-08-25,8,40323936,Tokyo
26801,Kasashima Nozomi,kasashima.nozomi@gmail.com,1987-07-25,7,41728579,Shinjuku
26802,Akai Shuichi,akai.shuichi@gmail.com,1996-08-26,8,32426871,Ikebukuro
26803,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1996-08-09,8,21127499,Nagoya
26804,Yoshii Junna,yoshii.junna@gmail.com,2008-09-09,9,37744198,Fukuoka
26805,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1987-01-06,1,45896988,Kyoto
26806,Sasha Blouse,sasha.blouse@gmail.com,1988-09-04,9,49097454,Shinjuku
26807,Sting Eucliffe,sting.eucliffe@gmail.com,2002-03-28,3,30271987,Sapporo
26808,Goto Hazuki,goto.hazuki@gmail.com,2004-08-06,8,31120102,Sapporo
26809,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1981-08-05,8,22966184,Tokyo
26810,Jellal Fernandes,jellal.fernandes@gmail.com,1998-08-28,8,10932510,Tokyo
26811,Levi Ackerman,levi.ackerman@gmail.com,1990-02-24,2,9007298,Magnolia
26812,Urushibara Ruka,urushibara.ruka@gmail.com,1993-04-26,4,38668503,Rokkenjima
26813,Lucy Heartfilia,lucy.heartfilia@gmail.com,1988-01-20,1,24162787,Sapporo
26814,Layla Heartfilia,layla.heartfilia@gmail.com,1988-07-09,7,9837585,Fukuoka
26815,Yoshii Junna,yoshii.junna@gmail.com,2004-07-20,7,43215142,Kyoto
26816,Makise Kurisu,makise.kurisu@gmail.com,2002-08-21,8,45776291,Sapporo
26817,Ushiromiya Ange,ushiromiya.ange@gmail.com,1985-08-04,8,21773226,Shibuya
26818,Akai Shuichi,akai.shuichi@gmail.com,2002-09-23,9,14271782,Hakone
26819,Yoshii Junna,yoshii.junna@gmail.com,1983-10-17,10,20339583,Beika
26820,Hattori Heiji,hattori.heiji@gmail.com,1998-12-23,12,1876060,Akihabara
26821,Miyano Shiho,miyano.shiho@gmail.com,2007-02-05,2,33214580,Ikebukuro
26822,Miyano Shiho,miyano.shiho@gmail.com,2007-09-23,9,26579596,Shinjuku
26823,Reiner Braun,reiner.braun@gmail.com,1992-01-08,1,12717782,Sendai
26824,Tainaka Ritsu,tainaka.ritsu@gmail.com,1993-11-18,11,34181310,Kyoto
26825,Hirasawa Yui,hirasawa.yui@gmail.com,1998-04-22,4,27307142,Osaka
26826,Connie Springer,connie.springer@gmail.com,2001-07-10,7,26997219,Nagoya
26827,Gajeel Redfox,gajeel.redfox@gmail.com,1995-12-27,12,25148746,Shibuya
26828,Mouri Ran,mouri.ran@gmail.com,2003-12-28,12,649862,Osaka
26829,Saito Sumire,saito.sumire@gmail.com,1990-02-24,2,28708846,Sapporo
26830,Annie Leonhart,annie.leonhart@gmail.com,1984-12-11,12,37919253,Uji
26831,Tainaka Ritsu,tainaka.ritsu@gmail.com,1999-08-21,8,49727288,Akihabara
26832,Hakuba Saguru,hakuba.saguru@gmail.com,2009-07-23,7,16714418,Osaka
26833,Kenny Ackerman,kenny.ackerman@gmail.com,1981-10-18,10,40525358,Kyoto
26834,Kawashima Sapphire,kawashima.sapphire@gmail.com,2004-03-11,3,9671395,Ikebukuro
26835,Erwin Smith,erwin.smith@gmail.com,2002-08-28,8,14525822,Yokohama
26836,Mirajane Strauss,mirajane.strauss@gmail.com,1991-05-04,5,15397468,Hakone
26837,Annie Leonhart,annie.leonhart@gmail.com,2009-08-16,8,31492968,Hakone
26838,Ushiromiya Eva,ushiromiya.eva@gmail.com,1998-01-18,1,12017837,Magnolia
26839,Gray Fullbuster,gray.fullbuster@gmail.com,1983-05-14,5,41854480,Yokohama
26840,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2006-06-08,6,19630052,Uji
26841,Ushiromiya Battler,ushiromiya.battler@gmail.com,1993-06-10,6,26624750,Beika
26842,Toyama Kazuha,toyama.kazuha@gmail.com,2006-07-28,7,11360392,Ikebukuro
26843,Kenny Ackerman,kenny.ackerman@gmail.com,1985-10-22,10,21533736,Uji
26844,Lisanna Strauss,lisanna.strauss@gmail.com,2009-10-21,10,9933609,Uji
26845,Farah Nae,farah.nae@gmail.com,1994-06-19,6,33248057,Kobe
26846,Eren Yeager,eren.yeager@gmail.com,1994-06-01,6,44809856,Fukuoka
26847,Sasha Blouse,sasha.blouse@gmail.com,1980-04-12,4,4887763,Sapporo
26848,Manabe Nodoka,manabe.nodoka@gmail.com,1997-02-17,2,14875548,Shinjuku
26849,Sera Masumi,sera.masumi@gmail.com,1994-07-03,7,34604805,Hakone
26850,Akiyama Mio,akiyama.mio@gmail.com,2008-09-04,9,45732720,Beika
26851,Igneel Dragneel,igneel.dragneel@gmail.com,1998-08-23,8,25344917,Hakone
26852,Sasha Blouse,sasha.blouse@gmail.com,1996-03-15,3,14329308,Uji
26853,Edogawa Conan,edogawa.conan@gmail.com,1996-06-02,6,21444511,Sendai
26854,Ushiromiya Ange,ushiromiya.ange@gmail.com,1993-11-24,11,425760,Hakone
26855,Tanaka Asuka,tanaka.asuka@gmail.com,2004-05-28,5,24310613,Shinjuku
26856,Amane Suzuha,amane.suzuha@gmail.com,1995-04-20,4,13869074,Kyoto
26857,Amane Suzuha,amane.suzuha@gmail.com,1996-06-18,6,26117898,Akihabara
26858,Sasha Blouse,sasha.blouse@gmail.com,2005-04-21,4,48179786,Sapporo
26859,Elfman Strauss,elfman.strauss@gmail.com,2000-01-04,1,13570890,Rokkenjima
26860,Mouri Ran,mouri.ran@gmail.com,1984-06-22,6,10639517,Akihabara
26861,Toyama Kazuha,toyama.kazuha@gmail.com,1985-11-26,11,38921500,Akihabara
26862,Connie Springer,connie.springer@gmail.com,1994-07-13,7,8297832,Sapporo
26863,Kenny Ackerman,kenny.ackerman@gmail.com,2008-09-13,9,35530347,Osaka
26864,Elfman Strauss,elfman.strauss@gmail.com,1995-06-21,6,36852420,Kyoto
26865,Suzuki Jun,suzuki.jun@gmail.com,2008-03-10,3,37047331,Osaka
26866,Farah Nae,farah.nae@gmail.com,2003-09-05,9,2086320,Shibuya
26867,Virgilia,virgilia@gmail.com,2009-10-20,10,49088664,Kyoto
26868,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1980-01-09,1,48893003,Sapporo
26869,Shiina Mayuri,shiina.mayuri@gmail.com,1990-05-19,5,13255825,Nagoya
26870,Virgilia,virgilia@gmail.com,1989-02-25,2,7297464,Akihabara
26871,Natsu Dragneel,natsu.dragneel@gmail.com,2000-11-22,11,37922809,Kobe
26872,Yamamura Misao,yamamura.misao@gmail.com,2004-08-03,8,11995726,Osaka
26873,Gray Fullbuster,gray.fullbuster@gmail.com,2003-11-11,11,4956538,Ikebukuro
26874,Levy McGarden,levy.mcgarden@gmail.com,2004-10-02,10,28622541,Akihabara
26875,Kenny Ackerman,kenny.ackerman@gmail.com,2007-05-08,5,36383835,Ikebukuro
26876,Virgilia,virgilia@gmail.com,2008-06-09,6,39180310,Shinjuku
26877,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1981-11-08,11,18840525,Rokkenjima
26878,Kasashima Nozomi,kasashima.nozomi@gmail.com,1998-03-25,3,15801433,Kobe
26879,Toyama Kazuha,toyama.kazuha@gmail.com,1992-05-19,5,168369,Ikebukuro
26880,Sato Miwako,sato.miwako@gmail.com,1996-06-01,6,43056099,Yokohama
26881,Bertolt Hoover,bertolt.hoover@gmail.com,1996-07-08,7,25052593,Tokyo
26882,Akiyama Mio,akiyama.mio@gmail.com,2005-08-01,8,12721573,Yokohama
26883,Reiner Braun,reiner.braun@gmail.com,1996-02-26,2,1020697,Akihabara
26884,Suzuki Sonoko,suzuki.sonoko@gmail.com,1998-11-15,11,1624407,Akihabara
26885,Virgilia,virgilia@gmail.com,1991-10-15,10,2454809,Kyoto
26886,Hirasawa Yui,hirasawa.yui@gmail.com,2007-06-02,6,34101443,Nagoya
26887,Ushiromiya Maria,ushiromiya.maria@gmail.com,1984-09-20,9,7201615,Osaka
26888,Tanaka Asuka,tanaka.asuka@gmail.com,1984-11-10,11,7024609,Sendai
26889,Hange Zoe,hange.zoe@gmail.com,1998-10-05,10,13423886,Kyoto
26890,Kudo Shinichi,kudo.shinichi@gmail.com,1998-08-14,8,5630928,Beika
26891,Zeref Alvarez,zeref.alvarez@gmail.com,1988-01-24,1,4158255,Yokohama
26892,Gajeel Redfox,gajeel.redfox@gmail.com,1982-11-09,11,21575828,Akihabara
26893,Oumae Kumiko,oumae.kumiko@gmail.com,1987-11-22,11,2317651,Osaka
26894,Farah Nae,farah.nae@gmail.com,1980-07-03,7,48416562,Sendai
26895,Kato Yuko,kato.yuko@gmail.com,2000-03-11,3,45482354,Tokyo
26896,Ushiromiya Ange,ushiromiya.ange@gmail.com,2001-12-24,12,19638580,Nagoya
26897,Ushiromiya Maria,ushiromiya.maria@gmail.com,1997-01-11,1,5044271,Beika
26898,Edogawa Conan,edogawa.conan@gmail.com,2000-01-08,1,39366585,Sendai
26899,Virgilia,virgilia@gmail.com,2008-06-26,6,35851405,Uji
26900,Suzuki Sonoko,suzuki.sonoko@gmail.com,1989-09-18,9,37238697,Kyoto
26901,Erwin Smith,erwin.smith@gmail.com,2009-10-23,10,22875684,Shinjuku
26902,Yokomizo Jugo,yokomizo.jugo@gmail.com,2001-01-01,1,9058326,Yokohama
26903,Kenny Ackerman,kenny.ackerman@gmail.com,1989-10-14,10,23591392,Sendai
26904,Edogawa Conan,edogawa.conan@gmail.com,1990-04-01,4,44883742,Sendai
26905,Kousaka Reina,kousaka.reina@gmail.com,1986-11-28,11,29112085,Magnolia
26906,Zeref Alvarez,zeref.alvarez@gmail.com,1997-12-27,12,38852689,Hakone
26907,Hashida Itaru,hashida.itaru@gmail.com,2002-09-15,9,40882207,Fukuoka
26908,Mouri Ran,mouri.ran@gmail.com,1998-11-21,11,1415089,Hakone
26909,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1993-01-12,1,10275834,Kobe
26910,Zeref Alvarez,zeref.alvarez@gmail.com,1981-07-14,7,45256301,Kyoto
26911,Sato Miwako,sato.miwako@gmail.com,1982-07-21,7,20372894,Yokohama
26912,Sato Miwako,sato.miwako@gmail.com,1991-12-26,12,5784593,Nagoya
26913,Levy McGarden,levy.mcgarden@gmail.com,1987-03-10,3,14406178,Nagoya
26914,Yokomizo Jugo,yokomizo.jugo@gmail.com,2002-11-15,11,17192500,Sapporo
26915,Suzuki Jun,suzuki.jun@gmail.com,2006-06-09,6,18920187,Yokohama
26916,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1997-07-07,7,10999025,Hakone
26917,Hange Zoe,hange.zoe@gmail.com,1982-11-13,11,12677628,Beika
26918,Kenny Ackerman,kenny.ackerman@gmail.com,2008-12-26,12,7435957,Yokohama
26919,Toyama Kazuha,toyama.kazuha@gmail.com,2002-11-02,11,47363964,Shinjuku
26920,Kato Yuko,kato.yuko@gmail.com,1981-11-09,11,2025233,Tokyo
26921,Lisanna Strauss,lisanna.strauss@gmail.com,1999-11-06,11,33093145,Sendai
26922,Annie Leonhart,annie.leonhart@gmail.com,2003-07-17,7,49140803,Beika
26923,Zeke Yeager,zeke.yeager@gmail.com,1987-08-01,8,40199760,Kyoto
26924,Ushiromiya Ange,ushiromiya.ange@gmail.com,1992-03-13,3,24656224,Kyoto
26925,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2000-01-13,1,35038159,Akihabara
26926,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1989-12-18,12,24823059,Shinjuku
26927,Wendy Marvell,wendy.marvell@gmail.com,1990-02-06,2,2718103,Ikebukuro
26928,Wendy Marvell,wendy.marvell@gmail.com,2001-04-22,4,7157948,Ikebukuro
26929,Mikasa Ackerman,mikasa.ackerman@gmail.com,1982-12-08,12,45689500,Osaka
26930,Chiba Kazunobu,chiba.kazunobu@gmail.com,1981-11-12,11,16456458,Tokyo
26931,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1993-08-09,8,47622426,Sapporo
26932,Hakuba Saguru,hakuba.saguru@gmail.com,1996-11-02,11,26169890,Uji
26933,Yamamura Misao,yamamura.misao@gmail.com,1984-03-22,3,13427969,Shibuya
26934,Lucy Heartfilia,lucy.heartfilia@gmail.com,1992-11-14,11,30112660,Beika
26935,Igneel Dragneel,igneel.dragneel@gmail.com,1995-10-07,10,8638393,Akihabara
26936,Kawashima Sapphire,kawashima.sapphire@gmail.com,1987-03-12,3,36047582,Fukuoka
26937,Kudo Shinichi,kudo.shinichi@gmail.com,2002-05-15,5,34772164,Nagoya
26938,Mikasa Ackerman,mikasa.ackerman@gmail.com,1988-09-02,9,10556134,Fukuoka
26939,Kiryuu Moeka,kiryuu.moeka@gmail.com,1993-03-14,3,45778035,Beika
26940,Mikasa Ackerman,mikasa.ackerman@gmail.com,2008-02-14,2,48869021,Yokohama
26941,Akai Shuichi,akai.shuichi@gmail.com,1990-08-26,8,48466358,Beika
26942,Yamamura Misao,yamamura.misao@gmail.com,1986-09-02,9,37826217,Beika
26943,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,2008-10-17,10,11012985,Rokkenjima
26944,Gaap,gaap@gmail.com,1988-04-06,4,4085340,Akihabara
26945,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1986-02-03,2,13138227,Ikebukuro
26946,Takagi Wataru,takagi.wataru@gmail.com,2000-01-25,1,5147028,Osaka
26947,Armin Arlert,armin.arlert@gmail.com,2009-04-07,4,40859565,Beika
26948,Kuroba Kaito,kuroba.kaito@gmail.com,2004-06-04,6,6438534,Shibuya
26949,Bertolt Hoover,bertolt.hoover@gmail.com,2002-01-11,1,41254758,Osaka
26950,Okabe Rintarou,okabe.rintarou@gmail.com,1986-01-14,1,23249828,Kyoto
26951,Kasashima Nozomi,kasashima.nozomi@gmail.com,1998-12-16,12,22483191,Beika
26952,Jean Kirstein,jean.kirstein@gmail.com,1991-03-12,3,30750153,Osaka
26953,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1985-05-07,5,31871886,Sendai
26954,Hirasawa Yui,hirasawa.yui@gmail.com,1982-03-27,3,24029755,Fukuoka
26955,Yoshii Junna,yoshii.junna@gmail.com,2007-06-22,6,9842994,Shinjuku
26956,Hakuba Saguru,hakuba.saguru@gmail.com,1995-10-20,10,10211205,Shibuya
26957,Sato Miwako,sato.miwako@gmail.com,2009-09-27,9,11846148,Kyoto
26958,Levy McGarden,levy.mcgarden@gmail.com,1989-11-11,11,44066921,Shinjuku
26959,Juvia Lockser,juvia.lockser@gmail.com,2005-02-09,2,4428531,Shibuya
26960,Connie Springer,connie.springer@gmail.com,1992-01-18,1,37270634,Tokyo
26961,Historia Reiss,historia.reiss@gmail.com,1992-09-08,9,3214575,Fukuoka
26962,Kenny Ackerman,kenny.ackerman@gmail.com,2001-07-24,7,7714717,Yokohama
26963,Kisaki Eri,kisaki.eri@gmail.com,1988-10-01,10,22794451,Sendai
26964,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2004-03-19,3,27720491,Yokohama
26965,Natsu Dragneel,natsu.dragneel@gmail.com,1999-08-07,8,38382466,Kobe
26966,Ushiromiya Maria,ushiromiya.maria@gmail.com,2003-06-18,6,29393813,Sendai
26967,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2005-11-05,11,43417250,Nagoya
26968,Connie Springer,connie.springer@gmail.com,2003-09-05,9,18873158,Beika
26969,Reiner Braun,reiner.braun@gmail.com,1985-06-05,6,24984146,Tokyo
26970,Tainaka Ritsu,tainaka.ritsu@gmail.com,1993-01-09,1,1870935,Fukuoka
26971,Edogawa Conan,edogawa.conan@gmail.com,1987-11-16,11,37524669,Kyoto
26972,Hashida Itaru,hashida.itaru@gmail.com,2006-05-02,5,47853559,Kobe
26973,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2006-07-09,7,10341184,Uji
26974,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2007-08-10,8,49622611,Nagoya
26975,Levy McGarden,levy.mcgarden@gmail.com,1987-01-04,1,160935,Tokyo
26976,Manabe Nodoka,manabe.nodoka@gmail.com,1985-09-25,9,19400726,Sapporo
26977,Eren Yeager,eren.yeager@gmail.com,1998-08-22,8,33856745,Osaka
26978,Eren Yeager,eren.yeager@gmail.com,1995-01-08,1,26191251,Hakone
26979,Levy McGarden,levy.mcgarden@gmail.com,1989-12-05,12,36595040,Sapporo
26980,Sting Eucliffe,sting.eucliffe@gmail.com,1982-05-20,5,5987393,Rokkenjima
26981,Kasashima Nozomi,kasashima.nozomi@gmail.com,2002-10-15,10,15107669,Yokohama
26982,Akai Shuichi,akai.shuichi@gmail.com,2003-03-02,3,5480531,Ikebukuro
26983,Sera Masumi,sera.masumi@gmail.com,1983-01-28,1,38515789,Akihabara
26984,Hijiri Kanade,hijiri.kanade@gmail.com,2005-03-23,3,11095668,Nagoya
26985,Kiryuu Moeka,kiryuu.moeka@gmail.com,1998-12-05,12,30393898,Yokohama
26986,Gray Fullbuster,gray.fullbuster@gmail.com,2003-07-20,7,17887305,Uji
26987,Suzuki Sonoko,suzuki.sonoko@gmail.com,1999-05-21,5,29676613,Sendai
26988,Bertolt Hoover,bertolt.hoover@gmail.com,1990-08-05,8,35862226,Kyoto
26989,Natsu Dragneel,natsu.dragneel@gmail.com,2009-08-22,8,31842964,Ikebukuro
26990,Amane Suzuha,amane.suzuha@gmail.com,2002-07-17,7,996042,Sendai
26991,Manabe Nodoka,manabe.nodoka@gmail.com,1997-04-15,4,24163215,Yokohama
26992,Lucy Heartfilia,lucy.heartfilia@gmail.com,1988-12-01,12,49487286,Sapporo
26993,Haibara Ai,haibara.ai@gmail.com,1997-09-01,9,11720744,Ikebukuro
26994,Hattori Heiji,hattori.heiji@gmail.com,1980-05-22,5,15097699,Uji
26995,Natsu Dragneel,natsu.dragneel@gmail.com,1988-08-24,8,13612958,Shinjuku
26996,Layla Heartfilia,layla.heartfilia@gmail.com,1984-03-11,3,40215774,Fukuoka
26997,Rogue Oro,rogue.oro@gmail.com,2008-09-22,9,38353401,Nagoya
26998,Lucy Heartfilia,lucy.heartfilia@gmail.com,1983-04-15,4,6393405,Fukuoka
26999,Mouri Ran,mouri.ran@gmail.com,1991-03-05,3,31315839,Uji
27000,Ushiromiya Ange,ushiromiya.ange@gmail.com,1989-03-15,3,21608165,Yokohama
27001,Layla Heartfilia,layla.heartfilia@gmail.com,2000-10-05,10,10129956,Hakone
27002,Shiina Mayuri,shiina.mayuri@gmail.com,1989-01-10,1,48671724,Akihabara
27003,Mirajane Strauss,mirajane.strauss@gmail.com,1992-04-16,4,46238736,Yokohama
27004,Amuro Tooru,amuro.tooru@gmail.com,2005-08-14,8,21209382,Akihabara
27005,Megure Juzo,megure.juzo@gmail.com,2005-11-04,11,12285925,Ikebukuro
27006,Historia Reiss,historia.reiss@gmail.com,1997-05-07,5,46570162,Hakone
27007,Yamamura Misao,yamamura.misao@gmail.com,2002-02-26,2,48421230,Nagoya
27008,Natsu Dragneel,natsu.dragneel@gmail.com,1997-10-08,10,35550234,Uji
27009,Kudo Shinichi,kudo.shinichi@gmail.com,1996-06-22,6,30035600,Osaka
27010,Urushibara Ruka,urushibara.ruka@gmail.com,1990-01-14,1,26510770,Uji
27011,Kenny Ackerman,kenny.ackerman@gmail.com,2001-10-09,10,13192076,Sapporo
27012,Miyano Shiho,miyano.shiho@gmail.com,1981-05-17,5,34043364,Osaka
27013,Shiina Mayuri,shiina.mayuri@gmail.com,2000-03-02,3,4836179,Fukuoka
27014,Jellal Fernandes,jellal.fernandes@gmail.com,1990-09-26,9,39738399,Shinjuku
27015,Yokomizo Jugo,yokomizo.jugo@gmail.com,1987-08-01,8,24106429,Ikebukuro
27016,Toyama Kazuha,toyama.kazuha@gmail.com,1990-12-24,12,41932456,Shinjuku
27017,Toyama Kazuha,toyama.kazuha@gmail.com,1981-10-20,10,40303518,Yokohama
27018,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1997-10-05,10,8660880,Kyoto
27019,Saito Sumire,saito.sumire@gmail.com,2003-05-27,5,1608687,Yokohama
27020,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1993-12-06,12,5860738,Beika
27021,Akiyama Mio,akiyama.mio@gmail.com,2009-05-22,5,42777754,Nagoya
27022,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2007-11-17,11,26786083,Kobe
27023,Takagi Wataru,takagi.wataru@gmail.com,2003-08-05,8,10636250,Sapporo
27024,Eren Yeager,eren.yeager@gmail.com,1987-06-21,6,36856596,Hakone
27025,Layla Heartfilia,layla.heartfilia@gmail.com,1988-09-11,9,23354009,Sapporo
27026,Historia Reiss,historia.reiss@gmail.com,1998-10-20,10,47420287,Hakone
27027,Mirajane Strauss,mirajane.strauss@gmail.com,1984-01-20,1,28846235,Sendai
27028,Eren Yeager,eren.yeager@gmail.com,1987-11-01,11,33076548,Osaka
27029,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1989-10-26,10,40218692,Yokohama
27030,Ushiromiya Eva,ushiromiya.eva@gmail.com,1981-04-03,4,44922696,Nagoya
27031,Wendy Marvell,wendy.marvell@gmail.com,2007-09-26,9,2348975,Sendai
27032,Bertolt Hoover,bertolt.hoover@gmail.com,2003-02-22,2,5126319,Ikebukuro
27033,Bertolt Hoover,bertolt.hoover@gmail.com,1996-02-05,2,48063979,Shinjuku
27034,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2004-04-05,4,30409442,Nagoya
27035,Hange Zoe,hange.zoe@gmail.com,1990-09-14,9,22006312,Beika
27036,Goto Hazuki,goto.hazuki@gmail.com,1998-11-10,11,11704504,Sapporo
27037,Mouri Ran,mouri.ran@gmail.com,1984-04-21,4,12931460,Sapporo
27038,Kawashima Sapphire,kawashima.sapphire@gmail.com,1996-04-22,4,39347178,Kyoto
27039,Hirasawa Yui,hirasawa.yui@gmail.com,1985-04-12,4,841282,Sendai
27040,Saito Sumire,saito.sumire@gmail.com,1983-11-06,11,9434874,Sendai
27041,Miyano Shiho,miyano.shiho@gmail.com,1990-07-05,7,25808660,Magnolia
27042,Erwin Smith,erwin.smith@gmail.com,1980-03-14,3,31329106,Sendai
27043,Ushiromiya Ange,ushiromiya.ange@gmail.com,1992-08-22,8,31360404,Shibuya
27044,Erza Scarlet,erza.scarlet@gmail.com,1980-10-09,10,49460295,Shibuya
