id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
24269,Kuroba Kaito,kuroba.kaito@gmail.com,2000-05-10,5,30425227,Tokyo
24270,Ushiromiya Ange,ushiromiya.ange@gmail.com,2005-08-01,8,7232744,Akihabara
24271,Saito Sumire,saito.sumire@gmail.com,1999-05-21,5,17909582,Fukuoka
24272,Zeref Alvarez,zeref.alvarez@gmail.com,1996-03-12,3,1122604,Fukuoka
24273,Sasha Blouse,sasha.blouse@gmail.com,2008-09-12,9,10949147,Hakone
24274,Ushiromiya Battler,ushiromiya.battler@gmail.com,2008-08-12,8,25451308,Sendai
24275,Amane Suzuha,amane.suzuha@gmail.com,2006-02-22,2,28955210,Ikebukuro
24276,Virgilia,virgilia@gmail.com,2001-11-12,11,24559985,Sendai
24277,Erza Scarlet,erza.scarlet@gmail.com,1999-08-11,8,4901802,Nagoya
24278,Ushiromiya Eva,ushiromiya.eva@gmail.com,2008-10-03,10,31240109,Beika
24279,Saito Sumire,saito.sumire@gmail.com,2004-10-11,10,26496,Hakone
24280,Kisaki Eri,kisaki.eri@gmail.com,2002-03-24,3,44292805,Sendai
24281,Haibara Ai,haibara.ai@gmail.com,2005-08-04,8,38122226,Magnolia
24282,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2006-01-06,1,33788241,Magnolia
24283,Gray Fullbuster,gray.fullbuster@gmail.com,2006-10-01,10,30921239,Uji
24284,Kousaka Reina,kousaka.reina@gmail.com,2003-05-17,5,17502314,Rokkenjima
24285,Miyano Shiho,miyano.shiho@gmail.com,1997-07-17,7,6636083,Shibuya
24286,Akai Shuichi,akai.shuichi@gmail.com,2003-01-02,1,10029951,Sapporo
24287,Yamamura Misao,yamamura.misao@gmail.com,1998-01-21,1,38189608,Shinjuku
24288,Suzuki Sonoko,suzuki.sonoko@gmail.com,1997-01-09,1,11209334,Magnolia
24289,Kudo Shinichi,kudo.shinichi@gmail.com,2003-07-18,7,41376554,Ikebukuro
24290,Annie Leonhart,annie.leonhart@gmail.com,2007-03-26,3,18211693,Tokyo
24291,Hirasawa Yui,hirasawa.yui@gmail.com,2006-09-28,9,19425728,Kobe
24292,Akai Shuichi,akai.shuichi@gmail.com,1995-08-03,8,24685897,Akihabara
24293,Kuroba Kaito,kuroba.kaito@gmail.com,2001-11-02,11,25814637,Fukuoka
24294,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2008-12-02,12,2495871,Osaka
24295,Kudo Shinichi,kudo.shinichi@gmail.com,1996-01-17,1,19053525,Ikebukuro
24296,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2008-06-28,6,22667715,Kyoto
24297,Annie Leonhart,annie.leonhart@gmail.com,2008-06-25,6,41757842,Sapporo
24298,Akai Shuichi,akai.shuichi@gmail.com,1995-04-02,4,35312407,Magnolia
24299,Mikasa Ackerman,mikasa.ackerman@gmail.com,2004-09-18,9,41254778,Yokohama
24300,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1998-08-08,8,18694425,Tokyo
24301,Toyama Kazuha,toyama.kazuha@gmail.com,2009-08-04,8,49089556,Shibuya
24302,Oumae Kumiko,oumae.kumiko@gmail.com,2003-06-16,6,5934523,Osaka
24303,Kousaka Reina,kousaka.reina@gmail.com,2000-03-11,3,24662546,Yokohama
24304,Armin Arlert,armin.arlert@gmail.com,2005-03-21,3,31535981,Sendai
24305,Oumae Kumiko,oumae.kumiko@gmail.com,2008-10-17,10,44382108,Tokyo
24306,Bertolt Hoover,bertolt.hoover@gmail.com,1999-11-09,11,10125333,Tokyo
24307,Sera Masumi,sera.masumi@gmail.com,2001-06-12,6,38647021,Yokohama
24308,Levy McGarden,levy.mcgarden@gmail.com,2001-03-23,3,14037940,Uji
24309,Wendy Marvell,wendy.marvell@gmail.com,2006-07-09,7,43175113,Kobe
24310,Bertolt Hoover,bertolt.hoover@gmail.com,2006-05-12,5,19086906,Sendai
24311,Rogue Oro,rogue.oro@gmail.com,2004-03-06,3,1261612,Sapporo
24312,Sera Masumi,sera.masumi@gmail.com,1998-05-09,5,11002321,Kobe
24313,Erwin Smith,erwin.smith@gmail.com,2007-01-09,1,30980271,Ikebukuro
24314,Eren Yeager,eren.yeager@gmail.com,2005-07-10,7,15166508,Uji
24315,Nakano Azusa,nakano.azusa@gmail.com,2005-10-24,10,19176064,Tokyo
24316,Mouri Ran,mouri.ran@gmail.com,2009-10-05,10,37697136,Kobe
24317,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2006-06-08,6,40721613,Magnolia
24318,Mikasa Ackerman,mikasa.ackerman@gmail.com,2006-09-02,9,40747745,Shinjuku
24319,Suzuki Jun,suzuki.jun@gmail.com,2003-11-23,11,9011546,Sendai
24320,Makise Kurisu,makise.kurisu@gmail.com,2005-10-26,10,47384563,Sendai
24321,Armin Arlert,armin.arlert@gmail.com,2008-06-10,6,14629134,Rokkenjima
24322,Takagi Wataru,takagi.wataru@gmail.com,2008-04-09,4,2391726,Kyoto
24323,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1997-11-15,11,20629192,Yokohama
24324,Zeref Alvarez,zeref.alvarez@gmail.com,1995-08-06,8,44279404,Kobe
24325,Annie Leonhart,annie.leonhart@gmail.com,2009-02-13,2,5879861,Rokkenjima
24326,Reiner Braun,reiner.braun@gmail.com,1995-06-20,6,224150,Hakone
24327,Hange Zoe,hange.zoe@gmail.com,2004-05-20,5,33458405,Rokkenjima
24328,Hange Zoe,hange.zoe@gmail.com,1995-04-17,4,19022383,Kobe
24329,Saito Sumire,saito.sumire@gmail.com,1995-12-18,12,19101037,Uji
24330,Levy McGarden,levy.mcgarden@gmail.com,2004-01-17,1,29174094,Hakone
24331,Historia Reiss,historia.reiss@gmail.com,2004-05-03,5,42620694,Shinjuku
24332,Nakano Azusa,nakano.azusa@gmail.com,2007-02-24,2,48344213,Osaka
24333,Kiryuu Moeka,kiryuu.moeka@gmail.com,2008-10-18,10,3178566,Beika
24334,Zeref Alvarez,zeref.alvarez@gmail.com,2005-03-14,3,34535658,Nagoya
24335,Sting Eucliffe,sting.eucliffe@gmail.com,1996-01-19,1,46180342,Fukuoka
24336,Sato Miwako,sato.miwako@gmail.com,2005-04-03,4,14232728,Sapporo
24337,Tainaka Ritsu,tainaka.ritsu@gmail.com,1998-10-04,10,5283275,Kobe
24338,Hirasawa Yui,hirasawa.yui@gmail.com,2006-04-26,4,45700487,Shibuya
24339,Hijiri Kanade,hijiri.kanade@gmail.com,1995-02-10,2,13321237,Sapporo
24340,Gray Fullbuster,gray.fullbuster@gmail.com,1995-06-25,6,25094077,Hakone
24341,Sera Masumi,sera.masumi@gmail.com,1996-11-26,11,15547105,Uji
24342,Shiina Mayuri,shiina.mayuri@gmail.com,2009-11-16,11,35619635,Magnolia
24343,Akiyama Mio,akiyama.mio@gmail.com,2001-06-10,6,35845336,Beika
24344,Amuro Tooru,amuro.tooru@gmail.com,2005-11-23,11,49246773,Yokohama
24345,Sasha Blouse,sasha.blouse@gmail.com,1999-09-11,9,14209596,Beika
24346,Hange Zoe,hange.zoe@gmail.com,2002-07-17,7,19477237,Rokkenjima
24347,Gajeel Redfox,gajeel.redfox@gmail.com,2004-05-06,5,39892011,Kyoto
24348,Virgilia,virgilia@gmail.com,1998-04-07,4,22639666,Ikebukuro
24349,Tanaka Asuka,tanaka.asuka@gmail.com,2006-05-11,5,20764105,Rokkenjima
24350,Gray Fullbuster,gray.fullbuster@gmail.com,2002-03-01,3,3609371,Yokohama
24351,Kousaka Reina,kousaka.reina@gmail.com,2005-12-21,12,39154552,Shibuya
24352,Rogue Oro,rogue.oro@gmail.com,1995-05-16,5,32432488,Shibuya
24353,Natsu Dragneel,natsu.dragneel@gmail.com,2009-09-06,9,37168472,Shinjuku
24354,Sasha Blouse,sasha.blouse@gmail.com,2001-08-25,8,6394956,Kyoto
24355,Hange Zoe,hange.zoe@gmail.com,2000-05-18,5,33247722,Shibuya
24356,Armin Arlert,armin.arlert@gmail.com,2006-04-03,4,6852392,Magnolia
24357,Hirasawa Yui,hirasawa.yui@gmail.com,2002-10-20,10,13981292,Shibuya
24358,Mirajane Strauss,mirajane.strauss@gmail.com,2008-02-24,2,31359480,Rokkenjima
24359,Megure Juzo,megure.juzo@gmail.com,1999-10-23,10,10668230,Shibuya
24360,Juvia Lockser,juvia.lockser@gmail.com,1995-06-06,6,26569158,Uji
24361,Armin Arlert,armin.arlert@gmail.com,2000-02-11,2,34895222,Hakone
24362,Kasashima Nozomi,kasashima.nozomi@gmail.com,1999-05-20,5,28488414,Kobe
24363,Akai Shuichi,akai.shuichi@gmail.com,1999-06-03,6,3915792,Yokohama
24364,Sasha Blouse,sasha.blouse@gmail.com,1998-12-09,12,48771569,Nagoya
24365,Gajeel Redfox,gajeel.redfox@gmail.com,2001-10-18,10,3315883,Tokyo
24366,Kiryuu Moeka,kiryuu.moeka@gmail.com,1997-05-03,5,26871362,Beika
24367,Nakano Azusa,nakano.azusa@gmail.com,2002-01-23,1,36412761,Hakone
24368,Armin Arlert,armin.arlert@gmail.com,1997-04-06,4,1356700,Yokohama
24369,Juvia Lockser,juvia.lockser@gmail.com,1996-01-17,1,17518913,Sendai
24370,Manabe Nodoka,manabe.nodoka@gmail.com,2006-08-09,8,8719759,Yokohama
24371,Haibara Ai,haibara.ai@gmail.com,2001-09-15,9,24232261,Sendai
24372,Zeref Alvarez,zeref.alvarez@gmail.com,1995-11-10,11,9568713,Rokkenjima
24373,Miyano Shiho,miyano.shiho@gmail.com,2001-08-19,8,21541444,Yokohama
24374,Shiina Mayuri,shiina.mayuri@gmail.com,1995-04-11,4,47871861,Shibuya
24375,Gaap,gaap@gmail.com,1996-05-15,5,11247069,Ikebukuro
24376,Kiryuu Moeka,kiryuu.moeka@gmail.com,1995-07-13,7,22047413,Shibuya
24377,Levi Ackerman,levi.ackerman@gmail.com,1995-08-26,8,37821663,Shinjuku
24378,Kawashima Sapphire,kawashima.sapphire@gmail.com,2009-12-10,12,27577467,Shinjuku
24379,Haibara Ai,haibara.ai@gmail.com,1999-07-25,7,27089124,Ikebukuro
24380,Nakano Azusa,nakano.azusa@gmail.com,2001-09-27,9,14914242,Beika
24381,Erza Scarlet,erza.scarlet@gmail.com,2003-12-18,12,11304131,Hakone
24382,Suzuki Sonoko,suzuki.sonoko@gmail.com,2008-07-05,7,7787066,Kyoto
24383,Igneel Dragneel,igneel.dragneel@gmail.com,2008-05-27,5,40227139,Yokohama
24384,Rogue Oro,rogue.oro@gmail.com,1998-10-11,10,6455094,Shinjuku
24385,Natsu Dragneel,natsu.dragneel@gmail.com,1996-03-14,3,43587007,Ikebukuro
24386,Kisaki Eri,kisaki.eri@gmail.com,2003-07-25,7,23459832,Ikebukuro
24387,Oumae Kumiko,oumae.kumiko@gmail.com,1998-06-07,6,27468255,Fukuoka
24388,Suzuki Sonoko,suzuki.sonoko@gmail.com,1995-06-12,6,36555472,Akihabara
24389,Levy McGarden,levy.mcgarden@gmail.com,1999-04-25,4,6770126,Tokyo
24390,Takagi Wataru,takagi.wataru@gmail.com,1996-04-25,4,27860291,Beika
24391,Lisanna Strauss,lisanna.strauss@gmail.com,2004-12-01,12,26727144,Fukuoka
24392,Hirasawa Yui,hirasawa.yui@gmail.com,2007-01-03,1,6935801,Magnolia
24393,Jellal Fernandes,jellal.fernandes@gmail.com,2009-05-28,5,22275566,Shibuya
24394,Edogawa Conan,edogawa.conan@gmail.com,1996-09-26,9,3078593,Kobe
24395,Armin Arlert,armin.arlert@gmail.com,1998-03-22,3,477299,Ikebukuro
24396,Igneel Dragneel,igneel.dragneel@gmail.com,1995-05-09,5,12995925,Nagoya
24397,Saito Sumire,saito.sumire@gmail.com,2001-03-19,3,19818638,Ikebukuro
24398,Levy McGarden,levy.mcgarden@gmail.com,2008-01-26,1,7103333,Rokkenjima
24399,Layla Heartfilia,layla.heartfilia@gmail.com,1996-01-24,1,49136672,Magnolia
24400,Amane Suzuha,amane.suzuha@gmail.com,1995-12-04,12,38277887,Shibuya
24401,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2006-07-07,7,30498216,Kobe
24402,Layla Heartfilia,layla.heartfilia@gmail.com,1998-05-27,5,28966630,Osaka
24403,Kiryuu Moeka,kiryuu.moeka@gmail.com,2005-11-16,11,41696084,Kyoto
24404,Goto Hazuki,goto.hazuki@gmail.com,1998-08-21,8,11276537,Rokkenjima
24405,Kousaka Reina,kousaka.reina@gmail.com,2003-10-03,10,32158195,Kyoto
24406,Tainaka Ritsu,tainaka.ritsu@gmail.com,1999-03-20,3,48196700,Akihabara
24407,Ushiromiya Eva,ushiromiya.eva@gmail.com,2000-10-25,10,9862212,Osaka
24408,Annie Leonhart,annie.leonhart@gmail.com,2003-10-08,10,13100284,Yokohama
24409,Sasha Blouse,sasha.blouse@gmail.com,1995-07-03,7,28907517,Kyoto
24410,Yoshii Junna,yoshii.junna@gmail.com,2002-11-14,11,4279169,Sendai
24411,Suzuki Sonoko,suzuki.sonoko@gmail.com,1997-04-07,4,7689280,Magnolia
24412,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2003-05-01,5,36647041,Shinjuku
24413,Hakuba Saguru,hakuba.saguru@gmail.com,2009-02-02,2,24900524,Magnolia
24414,Hattori Heiji,hattori.heiji@gmail.com,2008-08-22,8,6649720,Osaka
24415,Kuroba Kaito,kuroba.kaito@gmail.com,1997-04-10,4,1054457,Kobe
24416,Elfman Strauss,elfman.strauss@gmail.com,1999-04-14,4,31972011,Shibuya
24417,Lisanna Strauss,lisanna.strauss@gmail.com,2001-07-09,7,40152793,Hakone
24418,Gajeel Redfox,gajeel.redfox@gmail.com,1996-01-06,1,4085779,Yokohama
24419,Manabe Nodoka,manabe.nodoka@gmail.com,2007-10-05,10,34667479,Yokohama
24420,Toyama Kazuha,toyama.kazuha@gmail.com,2007-12-17,12,10329029,Yokohama
24421,Hange Zoe,hange.zoe@gmail.com,2009-08-24,8,722776,Fukuoka
24422,Chiba Kazunobu,chiba.kazunobu@gmail.com,2003-03-05,3,7716636,Rokkenjima
24423,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2000-06-12,6,6168428,Kyoto
24424,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1995-09-28,9,18665402,Osaka
24425,Saito Sumire,saito.sumire@gmail.com,2005-06-03,6,34345427,Hakone
24426,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2005-03-11,3,28394348,Tokyo
24427,Tainaka Ritsu,tainaka.ritsu@gmail.com,2000-10-22,10,9423915,Shinjuku
24428,Hakuba Saguru,hakuba.saguru@gmail.com,2005-03-05,3,15069609,Shibuya
24429,Lucy Heartfilia,lucy.heartfilia@gmail.com,2004-04-12,4,16494572,Rokkenjima
24430,Edogawa Conan,edogawa.conan@gmail.com,1996-07-04,7,15854470,Beika
24431,Makise Kurisu,makise.kurisu@gmail.com,2004-03-23,3,5828665,Sendai
24432,Zeref Alvarez,zeref.alvarez@gmail.com,2000-08-02,8,28519454,Shinjuku
24433,Gajeel Redfox,gajeel.redfox@gmail.com,1996-06-11,6,39184231,Akihabara
24434,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,2002-05-19,5,8781365,Tokyo
24435,Kuroba Kaito,kuroba.kaito@gmail.com,2007-09-03,9,32345810,Tokyo
24436,Akai Shuichi,akai.shuichi@gmail.com,2004-09-25,9,23426165,Beika
24437,Ushiromiya Eva,ushiromiya.eva@gmail.com,2007-08-13,8,883373,Tokyo
24438,Akai Shuichi,akai.shuichi@gmail.com,2003-04-03,4,5654182,Hakone
24439,Virgilia,virgilia@gmail.com,2001-05-22,5,8672047,Ikebukuro
24440,Hirasawa Yui,hirasawa.yui@gmail.com,1995-08-13,8,22284569,Sapporo
24441,Chiba Kazunobu,chiba.kazunobu@gmail.com,1996-01-28,1,41352153,Fukuoka
24442,Ushiromiya Ange,ushiromiya.ange@gmail.com,2007-06-01,6,35686303,Yokohama
24443,Kudo Shinichi,kudo.shinichi@gmail.com,2006-06-24,6,48572998,Yokohama
24444,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1997-07-17,7,49973147,Hakone
24445,Farah Nae,farah.nae@gmail.com,1997-09-19,9,29358502,Nagoya
24446,Elfman Strauss,elfman.strauss@gmail.com,2004-12-20,12,46742569,Yokohama
24447,Yoshii Junna,yoshii.junna@gmail.com,2002-01-12,1,10409621,Beika
24448,Mirajane Strauss,mirajane.strauss@gmail.com,1998-03-06,3,12180714,Kobe
24449,Goto Hazuki,goto.hazuki@gmail.com,1996-08-03,8,26777214,Osaka
24450,Tanaka Asuka,tanaka.asuka@gmail.com,2000-10-08,10,36012744,Beika
24451,Mirajane Strauss,mirajane.strauss@gmail.com,1995-04-23,4,45431393,Shibuya
24452,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1995-01-15,1,26217855,Shibuya
24453,Erza Scarlet,erza.scarlet@gmail.com,2001-10-20,10,28343509,Sendai
24454,Saito Sumire,saito.sumire@gmail.com,2009-12-03,12,28487762,Akihabara
24455,Igneel Dragneel,igneel.dragneel@gmail.com,2005-02-19,2,1494743,Hakone
24456,Virgilia,virgilia@gmail.com,1995-01-05,1,41933992,Kyoto
24457,Bertolt Hoover,bertolt.hoover@gmail.com,2009-09-07,9,45209126,Rokkenjima
24458,Hattori Heiji,hattori.heiji@gmail.com,2007-09-16,9,30468021,Sapporo
24459,Akiyama Mio,akiyama.mio@gmail.com,1996-10-22,10,18680892,Beika
24460,Hashida Itaru,hashida.itaru@gmail.com,2003-06-20,6,41117172,Akihabara
24461,Mirajane Strauss,mirajane.strauss@gmail.com,2004-11-24,11,24821953,Shinjuku
24462,Zeke Yeager,zeke.yeager@gmail.com,2009-05-26,5,35518918,Kobe
24463,Kudo Shinichi,kudo.shinichi@gmail.com,2005-12-01,12,22591029,Shibuya
24464,Levy McGarden,levy.mcgarden@gmail.com,2003-01-02,1,16643036,Shibuya
24465,Mikasa Ackerman,mikasa.ackerman@gmail.com,2005-12-28,12,11784401,Beika
24466,Sasha Blouse,sasha.blouse@gmail.com,1999-02-15,2,19050471,Osaka
24467,Bertolt Hoover,bertolt.hoover@gmail.com,2006-07-11,7,31922137,Yokohama
24468,Tainaka Ritsu,tainaka.ritsu@gmail.com,2005-07-24,7,11962945,Hakone
24469,Rogue Oro,rogue.oro@gmail.com,1997-04-19,4,4909275,Kyoto
24470,Yamamura Misao,yamamura.misao@gmail.com,2005-09-06,9,41086847,Sendai
24471,Elfman Strauss,elfman.strauss@gmail.com,1999-08-06,8,16337675,Shibuya
24472,Amuro Tooru,amuro.tooru@gmail.com,2001-01-13,1,12989802,Akihabara
24473,Connie Springer,connie.springer@gmail.com,2000-08-07,8,46953981,Sapporo
24474,Layla Heartfilia,layla.heartfilia@gmail.com,2000-08-05,8,18821290,Kyoto
24475,Toyama Kazuha,toyama.kazuha@gmail.com,2008-04-11,4,20247409,Kobe
24476,Mouri Ran,mouri.ran@gmail.com,2001-09-27,9,6308847,Ikebukuro
24477,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1998-04-22,4,28352223,Akihabara
24478,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2006-04-20,4,3421425,Sendai
24479,Kiryuu Moeka,kiryuu.moeka@gmail.com,2002-12-05,12,17521810,Yokohama
24480,Zeke Yeager,zeke.yeager@gmail.com,2002-03-26,3,48668589,Akihabara
24481,Mouri Ran,mouri.ran@gmail.com,2006-10-04,10,46260837,Rokkenjima
24482,Ronove,ronove@gmail.com,1997-04-07,4,39081899,Beika
24483,Suzuki Sonoko,suzuki.sonoko@gmail.com,1997-01-03,1,36698910,Sendai
24484,Sera Masumi,sera.masumi@gmail.com,1998-06-06,6,4080572,Rokkenjima
24485,Amane Suzuha,amane.suzuha@gmail.com,2001-04-27,4,37810723,Uji
24486,Wendy Marvell,wendy.marvell@gmail.com,2008-08-08,8,28009636,Shinjuku
24487,Mirajane Strauss,mirajane.strauss@gmail.com,2003-06-05,6,32455667,Fukuoka
24488,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1995-03-22,3,44317486,Sapporo
24489,Reiner Braun,reiner.braun@gmail.com,1997-05-09,5,2725729,Kobe
24490,Urushibara Ruka,urushibara.ruka@gmail.com,1999-10-15,10,25454432,Nagoya
24491,Oumae Kumiko,oumae.kumiko@gmail.com,2004-02-11,2,19632804,Kyoto
24492,Igneel Dragneel,igneel.dragneel@gmail.com,1996-08-26,8,28970337,Yokohama
24493,Farah Nae,farah.nae@gmail.com,2008-02-05,2,24457002,Beika
24494,Goto Hazuki,goto.hazuki@gmail.com,2002-05-12,5,33832496,Beika
24495,Ushiromiya Battler,ushiromiya.battler@gmail.com,2000-01-27,1,31364174,Beika
24496,Makise Kurisu,makise.kurisu@gmail.com,2007-11-14,11,36078865,Kyoto
24497,Armin Arlert,armin.arlert@gmail.com,2009-12-19,12,7701937,Kobe
24498,Virgilia,virgilia@gmail.com,1999-03-15,3,11655287,Uji
24499,Gray Fullbuster,gray.fullbuster@gmail.com,2005-11-27,11,29917797,Sendai
24500,Mikasa Ackerman,mikasa.ackerman@gmail.com,1997-01-28,1,32456598,Fukuoka
24501,Virgilia,virgilia@gmail.com,2002-08-23,8,40529411,Akihabara
24502,Erza Scarlet,erza.scarlet@gmail.com,2005-11-01,11,32673302,Shinjuku
24503,Kuroba Kaito,kuroba.kaito@gmail.com,2009-10-01,10,41286756,Yokohama
24504,Historia Reiss,historia.reiss@gmail.com,1999-09-07,9,20333955,Kobe
24505,Kuroba Kaito,kuroba.kaito@gmail.com,2006-12-14,12,39313608,Yokohama
24506,Mikasa Ackerman,mikasa.ackerman@gmail.com,2004-11-17,11,37516417,Akihabara
24507,Miyano Shiho,miyano.shiho@gmail.com,2006-10-28,10,49294245,Rokkenjima
24508,Mikasa Ackerman,mikasa.ackerman@gmail.com,2009-06-23,6,26229874,Fukuoka
24509,Hange Zoe,hange.zoe@gmail.com,2007-08-14,8,3696893,Hakone
24510,Kudo Shinichi,kudo.shinichi@gmail.com,2008-09-25,9,18819434,Ikebukuro
24511,Sato Miwako,sato.miwako@gmail.com,1999-07-06,7,15609696,Uji
24512,Hattori Heiji,hattori.heiji@gmail.com,1998-03-24,3,8961309,Kyoto
24513,Ushiromiya Maria,ushiromiya.maria@gmail.com,1996-01-24,1,16891143,Uji
24514,Kasashima Nozomi,kasashima.nozomi@gmail.com,2005-08-10,8,42369,Sendai
24515,Ushiromiya Maria,ushiromiya.maria@gmail.com,2000-01-25,1,16641322,Osaka
24516,Tanaka Asuka,tanaka.asuka@gmail.com,1995-01-13,1,3772889,Tokyo
24517,Sasha Blouse,sasha.blouse@gmail.com,2007-02-26,2,21628250,Yokohama
24518,Goto Hazuki,goto.hazuki@gmail.com,2007-03-02,3,34063622,Tokyo
24519,Zeref Alvarez,zeref.alvarez@gmail.com,1995-07-14,7,46397714,Uji
24520,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2001-12-11,12,27462444,Sapporo
24521,Zeref Alvarez,zeref.alvarez@gmail.com,2008-04-16,4,15121484,Nagoya
24522,Kiryuu Moeka,kiryuu.moeka@gmail.com,2002-04-26,4,36798974,Beika
24523,Zeref Alvarez,zeref.alvarez@gmail.com,1999-11-24,11,20650718,Nagoya
24524,Edogawa Conan,edogawa.conan@gmail.com,2004-12-15,12,14778926,Shibuya
24525,Kudo Shinichi,kudo.shinichi@gmail.com,2009-09-14,9,32713521,Fukuoka
24526,Armin Arlert,armin.arlert@gmail.com,2007-05-16,5,8822316,Rokkenjima
24527,Lucy Heartfilia,lucy.heartfilia@gmail.com,2007-04-17,4,48019934,Magnolia
24528,Amuro Tooru,amuro.tooru@gmail.com,2008-06-08,6,13174184,Rokkenjima
24529,Kudo Shinichi,kudo.shinichi@gmail.com,2002-05-10,5,26900052,Akihabara
24530,Ushiromiya Battler,ushiromiya.battler@gmail.com,1996-10-25,10,46588799,Sapporo
24531,Jean Kirstein,jean.kirstein@gmail.com,2004-01-12,1,9451122,Kyoto
24532,Eren Yeager,eren.yeager@gmail.com,1999-08-10,8,24798550,Ikebukuro
24533,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2000-01-19,1,46493981,Beika
24534,Manabe Nodoka,manabe.nodoka@gmail.com,2005-09-07,9,23579916,Kobe
24535,Hange Zoe,hange.zoe@gmail.com,2009-11-14,11,7033368,Hakone
24536,Sting Eucliffe,sting.eucliffe@gmail.com,2000-07-05,7,48546890,Hakone
24537,Edogawa Conan,edogawa.conan@gmail.com,2007-12-02,12,18523492,Uji
24538,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2002-08-27,8,9610386,Fukuoka
24539,Amane Suzuha,amane.suzuha@gmail.com,1999-07-12,7,32946607,Kobe
24540,Kasashima Nozomi,kasashima.nozomi@gmail.com,1996-02-22,2,13083192,Akihabara
24541,Miyano Shiho,miyano.shiho@gmail.com,2000-08-01,8,6038396,Osaka
24542,Amuro Tooru,amuro.tooru@gmail.com,2000-11-23,11,9984123,Ikebukuro
24543,Haibara Ai,haibara.ai@gmail.com,2006-04-24,4,37434126,Kyoto
24544,Ushiromiya Maria,ushiromiya.maria@gmail.com,2005-06-16,6,7668975,Akihabara
24545,Amane Suzuha,amane.suzuha@gmail.com,1997-06-22,6,29377686,Fukuoka
24546,Gray Fullbuster,gray.fullbuster@gmail.com,1997-06-07,6,39174713,Sapporo
24547,Chiba Kazunobu,chiba.kazunobu@gmail.com,2008-09-21,9,19587395,Tokyo
24548,Oumae Kumiko,oumae.kumiko@gmail.com,2006-06-04,6,43447889,Kobe
24549,Mouri Ran,mouri.ran@gmail.com,1995-02-27,2,31940936,Sendai
24550,Ronove,ronove@gmail.com,1996-12-16,12,30053611,Rokkenjima
24551,Armin Arlert,armin.arlert@gmail.com,2004-09-03,9,1840088,Rokkenjima
24552,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2008-11-13,11,5390869,Sendai
24553,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1997-10-26,10,5229983,Sapporo
24554,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1998-08-16,8,22073970,Magnolia
24555,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1996-06-13,6,40102230,Kyoto
24556,Virgilia,virgilia@gmail.com,2006-11-01,11,22967029,Magnolia
24557,Zeke Yeager,zeke.yeager@gmail.com,2003-07-19,7,1113312,Nagoya
24558,Bertolt Hoover,bertolt.hoover@gmail.com,1997-09-27,9,48377224,Sapporo
24559,Ushiromiya Eva,ushiromiya.eva@gmail.com,2008-04-07,4,43399098,Yokohama
24560,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2001-07-25,7,29753271,Osaka
24561,Ushiromiya Eva,ushiromiya.eva@gmail.com,1998-03-25,3,44924567,Akihabara
24562,Amane Suzuha,amane.suzuha@gmail.com,1998-08-23,8,9241917,Tokyo
24563,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2006-12-27,12,27829634,Sapporo
24564,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2002-09-16,9,43078345,Fukuoka
24565,Kato Yuko,kato.yuko@gmail.com,2004-12-20,12,43703582,Kobe
24566,Gajeel Redfox,gajeel.redfox@gmail.com,2009-09-22,9,25229375,Shinjuku
24567,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1999-10-26,10,8056773,Magnolia
24568,Hange Zoe,hange.zoe@gmail.com,2001-09-07,9,25330636,Rokkenjima
24569,Lisanna Strauss,lisanna.strauss@gmail.com,1996-07-24,7,41338424,Kyoto
24570,Bertolt Hoover,bertolt.hoover@gmail.com,2005-09-13,9,36256804,Beika
24571,Amane Suzuha,amane.suzuha@gmail.com,2004-01-25,1,9923881,Sendai
